episode_length,episode_return,episode_return_imitation,episodes,steps,steps_per_second
8,0.0,17.725792407989502,77,620,13.795974821046054
8,0.0,16.391397058963776,78,628,13.975236902080473
8,0.0,15.711581945419312,79,636,13.871383168359399
8,0.0,17.237355887889862,80,644,13.85353769728878
8,0.0,14.682633459568024,81,652,13.97708810109161
8,0.0,17.559305787086487,82,660,13.963030114132174
9,0.0,16.82789033651352,83,669,13.810959500520443
8,0.0,14.810275912284851,84,677,13.450627085223221
8,0.0,15.884236454963684,85,685,12.40041509110422
8,0.0,16.333180785179138,86,693,11.604872226654894
8,0.0,15.336086630821228,87,701,13.950177628200997
8,0.0,16.04365974664688,88,709,13.452325722180216
8,0.0,16.980592727661133,89,717,12.5720575997698
8,0.0,16.158387005329132,90,725,12.565179390585037
8,0.0,17.493521213531494,91,733,13.563599218872216
8,0.0,14.943588614463806,92,741,13.24731624293356
8,0.0,16.024394512176514,93,749,12.232250086762772
8,0.0,14.847214102745056,94,757,12.782416765268113
8,0.0,15.44678407907486,95,765,13.017289176865106
8,0.0,16.53325653076172,96,773,13.310159129602802
8,0.0,15.677231132984161,97,781,13.571636235972099
8,0.0,17.367162764072418,98,789,13.783105171945659
8,0.0,16.929140627384186,99,797,14.09739318801422
8,0.0,17.34065932035446,100,805,13.87526072120323
8,0.0,14.815242052078247,101,813,13.964017959808084
8,0.0,16.762431979179382,102,821,14.100568528746443
8,0.0,16.260955929756165,103,829,13.80907879477275
8,0.0,15.649749994277954,104,837,13.979778452903327
8,0.0,15.49587106704712,105,845,13.533871147944192
8,0.0,17.775347590446472,106,853,14.048051807228411
8,0.0,17.263587057590485,107,861,13.001169369493637
8,0.0,14.910252749919891,108,869,13.604111426268563
8,0.0,18.071384370326996,109,877,13.455659532967827
